Susan sent my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .	Susan kept my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .
Becca sent my son 's mom 's teacher 's doctor 's father 's wife 's dentist the shoe .	Becca dropped my son 's mom 's teacher 's doctor 's father 's wife 's dentist the shoe .
the dentist bought my doctor 's doctor 's daughter 's dad 's sister 's dentist 's husband the fork .	the dentist lost my doctor 's doctor 's daughter 's dad 's sister 's dentist 's husband the fork .
the customer showed your daughter 's daughter 's grandmother 's doctor 's son 's teacher 's son the toy .	the customer lost your daughter 's daughter 's grandmother 's doctor 's son 's teacher 's son the toy .
my boss sent my teacher 's doctor 's daughter 's boss 's son 's mom 's mom the shoe .	my boss moved my teacher 's doctor 's daughter 's boss 's son 's mom 's mom the shoe .
your cousin showed my father 's mom 's brother 's wife 's grandmother 's wife 's mom the glass .	your cousin moved my father 's mom 's brother 's wife 's grandmother 's wife 's mom the glass .
Denise sent your father 's wife 's son 's sister 's sister 's father 's sister the candle .	Denise cleaned your father 's wife 's son 's sister 's sister 's father 's sister the candle .
Liam gave your brother 's dad 's doctor 's grandmother 's dad 's mother 's mother the car .	Liam cleaned your brother 's dad 's doctor 's grandmother 's dad 's mother 's mother the car .
Eric showed your dentist 's dad 's boss 's husband 's husband 's dentist 's dad the picture .	Eric dropped your dentist 's dad 's boss 's husband 's husband 's dentist 's dad the picture .
your doctor bought my mother 's brother 's dad 's grandmother 's friend 's husband 's dentist the ship .	your doctor cleaned my mother 's brother 's dad 's grandmother 's friend 's husband 's dentist the ship .
the person sent my dad 's sister 's daughter 's teacher 's brother 's brother 's boss the glass .	the person kept my dad 's sister 's daughter 's teacher 's brother 's brother 's boss the glass .
Tracy bought my dentist 's boss 's grandmother 's wife 's son 's grandmother 's mother the dish .	Tracy cleaned my dentist 's boss 's grandmother 's wife 's son 's grandmother 's mother the dish .
the child bought your cousin 's dentist 's cousin 's cousin 's grandmother 's son 's boss the book .	the child cleaned your cousin 's dentist 's cousin 's cousin 's grandmother 's son 's boss the book .
Jill bought my teacher 's son 's mother 's daughter 's cousin 's teacher 's teacher the truck .	Jill shook my teacher 's son 's mother 's daughter 's cousin 's teacher 's teacher the truck .
the teacher gave your dentist 's mom 's mom 's sister 's teacher 's father 's boss the chair .	the teacher held your dentist 's mom 's mom 's sister 's teacher 's father 's boss the chair .
Julia showed my wife 's friend 's mom 's grandmother 's father 's friend 's dad the window .	Julia kept my wife 's friend 's mom 's grandmother 's father 's friend 's dad the window .
the teacher sent your brother 's dad 's son 's dentist 's dentist 's boss 's friend the door .	the teacher lost your brother 's dad 's son 's dentist 's dentist 's boss 's friend the door .
the adult bought my daughter 's cousin 's sister 's husband 's brother 's friend 's sister the crayon .	the adult kept my daughter 's cousin 's sister 's husband 's brother 's friend 's sister the crayon .
your friend bought your dad 's mother 's dad 's doctor 's husband 's mother 's dad the couch .	your friend kept your dad 's mother 's dad 's doctor 's husband 's mother 's dad the couch .
the dentist bought my husband 's husband 's sister 's teacher 's boss 's brother 's doctor the book .	the dentist cleaned my husband 's husband 's sister 's teacher 's boss 's brother 's doctor the book .
George gave my sister 's cousin 's husband 's boss 's sister 's teacher 's teacher the plate .	George lost my sister 's cousin 's husband 's boss 's sister 's teacher 's teacher the plate .
Janet sent your dentist 's mother 's son 's husband 's cousin 's dad 's daughter the cup .	Janet kept your dentist 's mother 's son 's husband 's cousin 's dad 's daughter the cup .
the child bought your doctor 's dad 's boss 's daughter 's doctor 's daughter 's father the box .	the child held your doctor 's dad 's boss 's daughter 's doctor 's daughter 's father the box .
Christopher showed my doctor 's boss 's son 's dentist 's daughter 's father 's son the fork .	Christopher kept my doctor 's boss 's son 's dentist 's daughter 's father 's son the fork .
the child sent my friend 's dad 's wife 's mom 's friend 's brother 's wife the glass .	the child dropped my friend 's dad 's wife 's mom 's friend 's brother 's wife the glass .
the driver bought your sister 's cousin 's wife 's husband 's mother 's teacher 's daughter the window .	the driver shook your sister 's cousin 's wife 's husband 's mother 's teacher 's daughter the window .
Lisa sent my boss 's sister 's sister 's brother 's wife 's wife 's teacher the crayon .	Lisa moved my boss 's sister 's sister 's brother 's wife 's wife 's teacher the crayon .
Nina bought my friend 's mom 's cousin 's dentist 's teacher 's dentist 's brother the bed .	Nina held my friend 's mom 's cousin 's dentist 's teacher 's dentist 's brother the bed .
the dancer sent my dentist 's sister 's teacher 's teacher 's boss 's son 's teacher the rug .	the dancer lost my dentist 's sister 's teacher 's teacher 's boss 's son 's teacher the rug .
the teacher sent your boss 's friend 's cousin 's father 's cousin 's teacher 's friend the bicycle .	the teacher dropped your boss 's friend 's cousin 's father 's cousin 's teacher 's friend the bicycle .
Rachel gave my brother 's teacher 's son 's son 's friend 's father 's mom the rug .	Rachel dropped my brother 's teacher 's son 's son 's friend 's father 's mom the rug .
my dentist bought my sister 's cousin 's brother 's mother 's wife 's dentist 's grandmother the spoon .	my dentist held my sister 's cousin 's brother 's mother 's wife 's dentist 's grandmother the spoon .
my teacher bought your mother 's teacher 's doctor 's dad 's cousin 's doctor 's boss the bed .	my teacher dropped your mother 's teacher 's doctor 's dad 's cousin 's doctor 's boss the bed .
Paul bought your friend 's dentist 's daughter 's grandmother 's dentist 's cousin 's son the boat .	Paul moved your friend 's dentist 's daughter 's grandmother 's dentist 's cousin 's son the boat .
my dentist bought my daughter 's son 's father 's dentist 's grandmother 's brother 's dentist the bowl .	my dentist shook my daughter 's son 's father 's dentist 's grandmother 's brother 's dentist the bowl .
the person bought my father 's mom 's grandmother 's son 's mom 's mom 's wife the shoe .	the person held my father 's mom 's grandmother 's son 's mom 's mom 's wife the shoe .
the child gave my brother 's sister 's dentist 's mom 's sister 's grandmother 's sister the ship .	the child lost my brother 's sister 's dentist 's mom 's sister 's grandmother 's sister the ship .
Christopher gave your daughter 's mother 's husband 's grandmother 's teacher 's mother 's grandmother the picture .	Christopher lost your daughter 's mother 's husband 's grandmother 's teacher 's mother 's grandmother the picture .
your teacher gave your dentist 's grandmother 's mom 's son 's teacher 's dad 's son the rug .	your teacher cleaned your dentist 's grandmother 's mom 's son 's teacher 's dad 's son the rug .
Janet bought your sister 's boss 's sister 's dentist 's doctor 's wife 's friend the book .	Janet held your sister 's boss 's sister 's dentist 's doctor 's wife 's friend the book .
the dentist sent your sister 's grandmother 's sister 's mom 's husband 's doctor 's friend the button .	the dentist held your sister 's grandmother 's sister 's mom 's husband 's doctor 's friend the button .
my cousin bought your father 's daughter 's grandmother 's cousin 's cousin 's son 's doctor the glass .	my cousin held your father 's daughter 's grandmother 's cousin 's cousin 's son 's doctor the glass .
my teacher gave my mom 's boss 's mother 's dad 's friend 's friend 's grandmother the dish .	my teacher shook my mom 's boss 's mother 's dad 's friend 's friend 's grandmother the dish .
Paul bought your friend 's dentist 's dad 's son 's wife 's dentist 's boss the book .	Paul dropped your friend 's dentist 's dad 's son 's wife 's dentist 's boss the book .
Jessica gave your dentist 's daughter 's daughter 's doctor 's dad 's teacher 's son the crayon .	Jessica cleaned your dentist 's daughter 's daughter 's doctor 's dad 's teacher 's son the crayon .
my dentist bought your wife 's doctor 's son 's dad 's mother 's doctor 's doctor the rug .	my dentist dropped your wife 's doctor 's son 's dad 's mother 's doctor 's doctor the rug .
the doctor bought your cousin 's grandmother 's grandmother 's friend 's sister 's mother 's husband the glass .	the doctor kept your cousin 's grandmother 's grandmother 's friend 's sister 's mother 's husband the glass .
the dentist showed my mom 's sister 's sister 's teacher 's doctor 's dentist 's mother the boat .	the dentist held my mom 's sister 's sister 's teacher 's doctor 's dentist 's mother the boat .
the customer showed my grandmother 's doctor 's dad 's cousin 's friend 's dad 's sister the book .	the customer cleaned my grandmother 's doctor 's dad 's cousin 's friend 's dad 's sister the book .
Cindy sent your mother 's husband 's cousin 's husband 's wife 's grandmother 's son the bicycle .	Cindy shook your mother 's husband 's cousin 's husband 's wife 's grandmother 's son the bicycle .
your doctor gave your doctor 's teacher 's boss 's cousin 's dad 's grandmother 's brother the plane .	your doctor kept your doctor 's teacher 's boss 's cousin 's dad 's grandmother 's brother the plane .
your cousin sent my mother 's sister 's mom 's dad 's grandmother 's mother 's teacher the boat .	your cousin held my mother 's sister 's mom 's dad 's grandmother 's mother 's teacher the boat .
Becca sent my dad 's doctor 's grandmother 's teacher 's friend 's sister 's husband the crayon .	Becca moved my dad 's doctor 's grandmother 's teacher 's friend 's sister 's husband the crayon .
Guy bought my dentist 's grandmother 's husband 's boss 's dad 's daughter 's doctor the candle .	Guy cleaned my dentist 's grandmother 's husband 's boss 's dad 's daughter 's doctor the candle .
Leslie gave your boss 's friend 's mom 's sister 's boss 's doctor 's doctor the hat .	Leslie shook your boss 's friend 's mom 's sister 's boss 's doctor 's doctor the hat .
my friend bought my mother 's dentist 's teacher 's father 's dad 's sister 's daughter the plate .	my friend shook my mother 's dentist 's teacher 's father 's dad 's sister 's daughter the plate .
the adult bought my grandmother 's friend 's father 's dad 's husband 's dad 's father the dish .	the adult moved my grandmother 's friend 's father 's dad 's husband 's dad 's father the dish .
Jennifer bought your father 's dentist 's son 's boss 's mother 's wife 's dad the couch .	Jennifer lost your father 's dentist 's son 's boss 's mother 's wife 's dad the couch .
